Suburb,Rooms,Type,Method,SellerG,Regionname,Propertycount,Distance,CouncilArea,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Price
Suburb_21,3,h,SP,Agent_8,South-Eastern Metro,2449,1.8,Council_6,2,3,0,280.1,112.7,,668882
Suburb_38,2,h,VB,Agent_17,Eastern Victoria,8063,3,Council_18,1,2,2,,,1993,656710
Suburb_18,2,u,S,Agent_17,Western Metro,2335,11.3,Council_1,2,3,,738.7,,1929,
Suburb_6,3,h,VB,Agent_16,Western Metro,3858,3.8,Council_8,4,3,1,,,1979,573170
Suburb_2,4,h,SP,Agent_2,Western Metro,6408,5,Council_6,5,2,0,,,,767160
Suburb_38,1,h,PI,Agent_22,Eastern Victoria,13009,5,Council_6,0,3,2,,122.8,,502230
Suburb_39,4,h,SA,Agent_24,Western Metro,4942,5.8,Council_5,3,2,1,,224.4,,656043
Suburb_30,5,h,VB,Agent_25,Eastern Metro,11444,10.2,Council_20,5,2,3,,172.9,,743555
Suburb_5,1,h,PI,Agent_25,Eastern Metro,1830,6.3,Council_8,1,1,3,367.3,,1982,95687
Suburb_12,5,h,S,Agent_24,Southern Metro,4147,12.6,Council_9,5,1,3,84.7,,1920,777601
Suburb_2,4,h,SP,Agent_19,Western Metro,9262,3.1,Council_9,3,2,1,,167.4,1937,734805
Suburb_3,2,t,SA,Agent_2,Northern Metro,7289,11.8,Council_21,3,1,3,418.3,,2019,616273
Suburb_10,4,h,SP,Agent_12,Northern Metro,7774,16.8,Council_8,5,2,0,118.3,,,659366
Suburb_23,4,h,VB,Agent_7,South-Eastern Metro,10335,7.6,Council_8,5,1,1,,,1969,894277
Suburb_3,4,h,PI,Agent_6,Northern Metro,1617,3.6,Council_7,4,1,1,361.3,,1918,856850
Suburb_40,1,h,SP,Agent_21,Northern Victoria,10584,10.3,Council_7,0,2,3,,20,1984,306235
Suburb_19,1,h,VB,Agent_21,Eastern Victoria,13009,7.7,Council_2,1,2,2,546.5,,1915,460560
Suburb_11,4,u,SP,Agent_14,South-Eastern Metro,11608,9.3,Council_13,3,3,1,,,,827870
Suburb_21,2,h,SP,Agent_19,Western Metro,4628,12.8,Council_1,1,3,0,,147.9,,580267
Suburb_32,2,h,PI,Agent_4,Southern Metro,5588,6,Council_5,2,,3,396.8,186.6,1983,665851
Suburb_13,3,h,VB,Agent_6,Western Victoria,14440,5.4,Council_5,3,1,2,,165.6,1900,689059
Suburb_2,4,h,SA,Agent_22,Eastern Victoria,11954,28.9,Council_7,3,2,3,570.8,190.7,,441955
Suburb_3,1,h,VB,Agent_12,Northern Victoria,14007,10.4,Council_16,2,1,1,,133.9,,325579
Suburb_35,5,h,VB,Agent_14,Northern Metro,13745,14.1,Council_13,4,1,0,694,239.9,1928,574455
Suburb_5,3,h,VB,Agent_12,Northern Metro,6794,12.4,Council_21,3,1,1,545,,1935,591914
Suburb_26,1,t,SP,Agent_6,Eastern Metro,2376,14.2,Council_8,1,2,2,669.2,,1984,
Suburb_16,1,u,SP,Agent_21,Southern Metro,3814,9.5,Council_20,1,1,0,113.9,,1966,362723
Suburb_32,5,t,PI,Agent_19,Eastern Victoria,4765,13.2,Council_1,6,2,0,,219.4,1969,782064
Suburb_3,1,h,VB,Agent_18,Southern Metro,12605,5,Council_11,2,1,3,172.5,211.3,2012,496013
Suburb_36,3,u,VB,Agent_9,Eastern Metro,4505,2.1,Council_17,4,2,2,723.4,143.2,1948,696114
Suburb_28,4,h,S,Agent_17,Western Victoria,5738,4.1,Council_12,4,2,1,78.5,209.4,2004,925261
Suburb_18,3,h,VB,Agent_24,Eastern Victoria,12843,7,Council_20,2,,2,221.4,,2016,594367
Suburb_9,2,t,SP,Agent_17,Southern Metro,2871,6.4,Council_7,2,1,2,660.3,,1969,645300
Suburb_40,1,u,SA,Agent_13,Western Metro,10122,7.7,Council_1,1,3,0,,,,554867
Suburb_13,4,u,VB,Agent_7,Northern Victoria,8498,4.8,Council_17,4,3,1,221.5,112.5,1950,859407
Suburb_20,3,u,SA,Agent_14,South-Eastern Metro,14774,1.5,Council_2,3,1,,772,289.8,1905,763618
Suburb_16,1,h,VB,Agent_10,Western Victoria,7596,5.9,Council_17,0,3,0,784.3,,1983,289798
Suburb_10,1,u,PI,Agent_16,Eastern Victoria,8057,2.8,Council_16,1,1,0,,188.2,1932,554048
Suburb_17,3,h,S,Agent_2,Western Victoria,12825,7.5,Council_18,4,3,1,,108.2,,758261
Suburb_7,1,t,SP,Agent_5,Northern Metro,14879,9.7,Council_11,1,1,2,,262.9,1978,516758
Suburb_1,2,u,SA,Agent_20,Southern Metro,11074,5.8,Council_19,3,2,2,438.6,165.2,1958,604808
Suburb_12,1,h,SP,Agent_10,Northern Victoria,10622,3.4,Council_4,2,1,3,305.6,,,562461
Suburb_5,4,h,S,Agent_11,Northern Metro,13204,8,Council_10,5,1,1,550.3,134,,504524
Suburb_17,4,h,SP,Agent_14,Eastern Metro,14706,29.8,Council_3,3,2,,341.6,,1980,526249
Suburb_35,4,h,PI,Agent_11,Southern Metro,11153,10.4,Council_17,5,1,3,370.1,,1991,692746
Suburb_7,1,h,VB,Agent_19,Western Victoria,4739,10.9,Council_15,1,2,2,680,,,462158
Suburb_1,2,u,SA,Agent_7,Northern Metro,9811,5.5,Council_17,2,1,3,855.4,104.9,,552496
Suburb_5,2,h,SA,Agent_19,Southern Metro,3924,4.4,Council_17,2,1,0,619.5,,,365582
Suburb_21,4,u,PI,Agent_6,Southern Metro,7752,14.2,Council_7,3,3,3,1038.3,173.5,1991,682026
Suburb_11,5,h,PI,Agent_10,Southern Metro,6944,1,Council_2,6,3,2,288.3,90.2,,1021484
Suburb_20,2,h,SA,Agent_15,Northern Victoria,14819,4.7,Council_20,2,3,2,,50.5,1910,441305
Suburb_2,4,h,S,Agent_23,Eastern Metro,8537,19,Council_11,5,1,0,,168.7,,355406
Suburb_14,3,u,PI,Agent_6,Western Victoria,14407,7.2,Council_2,4,2,2,268.4,181.9,,658510
Suburb_17,5,h,PI,Agent_15,Eastern Metro,12217,2.4,Council_20,5,1,3,417.9,,,
Suburb_18,1,h,VB,Agent_2,Northern Victoria,12808,9.9,Council_21,2,1,,,,1993,472610
Suburb_23,5,h,SA,Agent_2,South-Eastern Metro,2954,5.9,Council_10,,2,0,,244.4,1948,856268
Suburb_32,3,u,VB,Agent_20,South-Eastern Metro,11742,2,Council_17,3,2,1,,,,927058
Suburb_19,2,h,VB,Agent_18,Eastern Victoria,4146,8.8,Council_1,3,2,2,369.7,,,759639
Suburb_34,1,h,VB,Agent_10,Southern Metro,8874,8,Council_2,2,1,3,381.6,,,562029
Suburb_22,5,u,PI,Agent_16,Northern Victoria,7549,7.8,Council_6,6,3,1,527,44.5,,640016
Suburb_11,5,u,SP,Agent_10,Eastern Victoria,4266,10.3,Council_14,6,3,3,,,1998,828721
Suburb_10,1,h,SP,Agent_7,Eastern Victoria,14780,3.3,Council_3,1,1,3,703.1,149.6,,459110
Suburb_13,3,h,VB,Agent_11,Northern Victoria,13193,9.4,Council_1,4,1,1,,180.3,2002,540416
Suburb_24,4,h,VB,Agent_8,South-Eastern Metro,8826,8.4,Council_15,3,2,0,682.4,145.4,,635547
Suburb_10,3,h,SP,Agent_21,Eastern Victoria,656,14.1,Council_17,,2,3,533.5,,1954,707458
Suburb_37,1,u,SA,Agent_11,Northern Victoria,3157,4.6,Council_16,1,3,2,,133.8,,389982
Suburb_20,2,h,SA,Agent_9,Western Victoria,3797,15.5,Council_17,2,2,3,493.2,108.4,2019,492312
Suburb_35,2,h,VB,Agent_14,Southern Metro,14592,12.3,Council_17,3,1,3,561.4,,1954,469698
Suburb_28,2,h,SP,Agent_19,Eastern Metro,6354,7,Council_13,1,1,1,,,,287109
Suburb_14,5,h,SA,Agent_7,Northern Metro,1177,7.8,Council_11,6,1,0,445.3,200.6,,
Suburb_10,2,h,SP,Agent_24,Northern Metro,8999,1.1,Council_18,2,,3,,,1920,492387
Suburb_30,4,u,PI,Agent_12,Western Metro,14281,7.6,Council_8,4,1,2,,132.7,,580972
Suburb_14,5,h,SA,Agent_17,Southern Metro,8632,11.8,Council_3,4,3,0,191,,,946128
Suburb_10,4,t,PI,Agent_24,Western Metro,6938,6.4,Council_16,4,3,2,481.5,138.1,2007,678471
Suburb_38,4,u,SP,Agent_11,Western Metro,3049,14,Council_6,5,1,,160.8,217,1949,596283
Suburb_20,1,h,S,Agent_5,Northern Victoria,13242,10,Council_21,0,3,1,,,1946,
Suburb_2,1,h,SP,Agent_19,Western Victoria,2019,22.3,Council_9,1,2,1,396.7,81.8,,194836
Suburb_20,4,h,VB,Agent_1,Eastern Victoria,14036,4.9,Council_18,5,1,1,,168.3,1924,767451
Suburb_19,4,h,VB,Agent_12,Western Metro,3723,11.1,Council_1,4,2,2,,,1907,720577
Suburb_35,4,h,SP,Agent_25,Eastern Metro,2503,2.8,Council_14,4,2,3,,,1908,692645
Suburb_29,3,u,S,Agent_11,Eastern Victoria,5556,6.8,Council_10,3,1,1,,230.6,,756797
Suburb_8,3,h,VB,Agent_18,Northern Metro,571,10.4,Council_10,2,3,2,631.4,,,776649
Suburb_7,1,h,S,Agent_14,Northern Victoria,703,11.5,Council_6,1,1,3,528,112.3,,387712
Suburb_25,2,h,S,Agent_6,Western Metro,3203,6.1,Council_21,3,1,2,,,1939,561797
Suburb_2,3,h,PI,Agent_8,Southern Metro,10540,14.9,Council_9,3,1,1,,20,1972,431378
Suburb_13,1,t,PI,Agent_14,Northern Victoria,12309,16.8,Council_18,1,1,2,,214.6,1973,465643
Suburb_6,1,h,SP,Agent_3,Eastern Metro,4092,4.9,Council_9,0,1,1,,,,292961
Suburb_1,1,u,SP,Agent_11,Southern Metro,9845,6.9,Council_2,2,,1,,208.6,,585859
Suburb_37,2,u,SP,Agent_11,South-Eastern Metro,5595,6.4,Council_19,3,2,2,859.1,92.3,,455465
Suburb_4,5,h,SP,Agent_21,Southern Metro,6777,5.4,Council_4,6,1,1,431.6,145.9,1927,881373
Suburb_1,4,h,S,Agent_4,South-Eastern Metro,5356,16.2,Council_6,4,3,0,,,1910,593231
Suburb_38,5,h,S,Agent_22,Southern Metro,13425,16.1,Council_19,5,3,3,446.7,137.2,2006,591852
Suburb_8,2,u,SP,Agent_11,Western Metro,7921,6.6,Council_19,2,3,2,,,,665766
Suburb_33,3,h,S,Agent_17,Eastern Victoria,7840,11.1,Council_20,2,2,0,132.1,143.5,,619703
Suburb_2,5,u,SP,Agent_14,Southern Metro,12967,13.9,Council_9,,3,1,,276.6,,888668
Suburb_7,2,u,PI,Agent_8,Eastern Victoria,10030,8.9,Council_16,2,2,1,296.6,126.9,1990,567455
Suburb_5,4,u,S,Agent_24,South-Eastern Metro,2666,6.3,Council_7,4,2,3,,,,702606
Suburb_29,4,h,VB,Agent_6,Western Victoria,3237,4.7,Council_16,3,1,3,330.7,,1985,579811
Suburb_25,5,h,VB,Agent_1,Southern Metro,5440,11.7,Council_11,6,3,2,329.9,132.8,1978,680541
Suburb_20,5,u,PI,Agent_19,South-Eastern Metro,1919,3,Council_2,5,1,1,956.9,,1936,599895
Suburb_10,4,h,VB,Agent_16,Western Victoria,10534,6.4,Council_9,5,,0,77.3,242.3,1912,690997
Suburb_4,3,u,SA,Agent_23,Eastern Victoria,7682,5.7,Council_10,2,3,0,645.6,,1901,776072
Suburb_23,5,h,S,Agent_12,Southern Metro,1141,2.9,Council_6,4,1,0,1019.4,,,734093
Suburb_10,4,h,S,Agent_1,Eastern Victoria,6306,7.2,Council_8,3,2,3,705.7,71.4,,660453
Suburb_24,2,u,SP,Agent_1,Northern Metro,12534,6.8,Council_11,3,1,0,,,1977,408960
Suburb_28,4,h,VB,Agent_11,Northern Victoria,13652,4,Council_2,3,2,,115.5,206,1980,704608
Suburb_34,3,h,SA,Agent_7,Western Metro,14446,15.8,Council_4,4,2,3,274.5,198.3,1931,737029
Suburb_20,2,h,SA,Agent_24,Northern Victoria,13877,11.8,Council_17,3,1,,547.4,132,1958,435448
Suburb_1,3,h,PI,Agent_3,Northern Victoria,9310,7.8,Council_8,2,3,2,567.8,117.1,,514922
Suburb_12,4,u,PI,Agent_23,Northern Metro,13944,12.8,Council_13,4,2,3,,193,1916,657247
Suburb_35,5,h,PI,Agent_6,Northern Victoria,14369,14.6,Council_12,4,2,1,,82.2,,
Suburb_22,3,h,S,Agent_3,Western Victoria,9711,16.2,Council_12,3,3,1,,,1943,563396
Suburb_25,1,h,PI,Agent_7,Western Metro,6489,4.8,Council_9,0,1,0,445.8,172.4,1948,490296
Suburb_19,5,t,PI,Agent_4,Eastern Metro,14508,12.8,Council_11,6,2,1,,133.5,1971,
Suburb_7,3,h,SP,Agent_11,Western Victoria,6517,6.8,Council_18,4,3,3,220,,,829136
Suburb_36,2,t,VB,Agent_9,Northern Metro,2912,8.7,Council_21,1,2,2,206.9,156.1,,646606
Suburb_31,4,u,SA,Agent_14,Western Metro,2040,5,Council_6,3,1,0,,179.8,1926,848130
Suburb_40,2,h,SP,Agent_14,Northern Victoria,8728,7.6,Council_15,3,1,2,,70,,
Suburb_35,2,u,SA,Agent_1,Western Metro,1013,12.9,Council_21,2,3,2,,186.9,1993,704762
Suburb_12,5,u,S,Agent_4,Western Victoria,2219,18.6,Council_1,5,3,0,231.1,211.6,1918,934831
Suburb_11,5,h,SA,Agent_5,Western Metro,4045,7.1,Council_17,6,3,3,391.2,,,926242
Suburb_10,3,h,VB,Agent_5,Western Victoria,8182,4.1,Council_11,2,1,0,262.5,186.1,1949,553625
Suburb_37,2,u,SP,Agent_3,Northern Metro,7432,20.2,Council_21,3,3,1,,,1998,331504
Suburb_23,5,u,VB,Agent_8,South-Eastern Metro,7912,4.7,Council_13,5,2,1,1305.3,203.5,,864503
Suburb_19,1,u,SP,Agent_14,Northern Victoria,7861,2.2,Council_18,1,3,2,665.3,153.9,1956,662638
Suburb_39,4,t,VB,Agent_8,Southern Metro,14915,5.3,Council_4,4,3,3,,81.1,,785885
Suburb_25,3,h,S,Agent_9,Southern Metro,3654,1.2,Council_3,4,1,0,300.5,199.2,1956,678801
Suburb_37,5,u,SP,Agent_12,South-Eastern Metro,7373,14.2,Council_20,5,3,1,97,,2006,821356
Suburb_40,3,u,SP,Agent_14,South-Eastern Metro,9385,1.8,Council_12,2,2,1,720.1,,1992,735736
Suburb_4,5,h,S,Agent_9,Northern Victoria,4472,4.5,Council_12,4,3,,703.8,,,881568
Suburb_15,1,h,SP,Agent_6,Northern Metro,3127,3.4,Council_4,2,3,3,360.2,123.1,1945,541307
Suburb_30,4,h,VB,Agent_11,Northern Victoria,1176,8.2,Council_5,4,1,1,,160.3,,531825
Suburb_33,1,u,VB,Agent_1,Western Victoria,5230,18.6,Council_18,0,3,2,506.3,107.4,1928,364305
Suburb_6,4,h,PI,Agent_13,Northern Metro,4185,10.1,Council_7,3,1,3,732.4,,1902,609839
Suburb_13,1,u,S,Agent_24,Western Metro,3337,3,Council_13,0,1,3,,,,388689
Suburb_22,5,h,SP,Agent_10,Western Metro,4433,24.2,Council_7,6,1,2,,113,1900,489680
Suburb_32,4,h,SA,Agent_3,Western Victoria,10601,9.4,Council_6,5,1,2,,230.3,,666091
Suburb_5,1,h,SP,Agent_18,Eastern Metro,12499,13.3,Council_4,1,3,3,456.3,162.3,1949,98058
Suburb_25,5,h,S,Agent_4,Western Metro,7990,2.5,Council_20,4,1,0,,187.8,,809263
Suburb_12,2,u,PI,Agent_5,South-Eastern Metro,1464,21.9,Council_20,2,2,1,347.6,235,1991,511045
Suburb_9,3,h,S,Agent_4,Northern Metro,11173,6,Council_3,2,2,2,,,,669288
Suburb_21,1,t,SP,Agent_23,Eastern Victoria,2703,2.4,Council_8,1,3,0,175.2,,,547204
Suburb_17,1,h,SA,Agent_25,Eastern Victoria,1330,8.8,Council_12,1,2,2,734,131.8,,491565
Suburb_26,2,t,SP,Agent_15,South-Eastern Metro,8742,13.3,Council_9,3,2,3,,64.2,1977,490697
Suburb_13,3,h,VB,Agent_16,South-Eastern Metro,6667,11,Council_16,2,3,0,139.4,162.4,,566109
Suburb_33,3,h,PI,Agent_17,South-Eastern Metro,5021,10.9,Council_6,2,2,3,,,1953,622638
Suburb_4,5,h,SP,Agent_16,Eastern Victoria,14520,10.5,Council_2,4,3,1,779.4,,1935,845400
Suburb_35,1,h,VB,Agent_14,Western Victoria,1822,8.3,Council_8,1,3,3,122.3,,1922,310494
Suburb_2,4,h,PI,Agent_25,Western Metro,1277,2.5,Council_13,4,3,2,,202.2,1923,716001
Suburb_30,1,u,SP,Agent_19,Western Metro,9018,6.7,Council_4,0,1,0,,205.9,1978,480686
Suburb_14,2,h,SP,Agent_3,South-Eastern Metro,6566,6.2,Council_18,3,1,2,,,,571665
